# entry,name,subclass,displayid,inventory_type,item_level,required_level,dmg_min,dmg_max,dmg_type,delay,quality
20440,Protector's Sword,7,32077,13,23,18,28.0,53.0,0,2700,3
20441,Scout's Blade,15,32074,13,23,18,18.0,34.0,0,1700,3
20443,Sentinel's Blade,15,32075,13,23,18,18.0,34.0,0,1700,3
20536,Soul Harvester,10,33087,17,52,0,118.0,178.0,0,3300,3
20556,Wildstaff,10,24014,17,52,0,90.0,135.0,0,2500,3
20646,Sandstrider's Mark,2,33068,15,59,0,70.0,131.0,0,2600,3
20647,Black Crystal Dagger,15,33069,21,59,0,49.0,91.0,0,1800,3
20648,Cold Forged Hammer,4,33072,13,63,0,72.0,135.0,0,2500,3
20723,Brann's Trusty Pick,0,33171,13,62,0,70.0,130.0,0,2700,2
20724,Corrupted Blackwood Staff,10,33172,17,62,0,131.0,197.0,0,3400,2
20835,Sunstrider Sword,7,33236,21,5,0,3.0,6.0,0,2200,1
20836,Sunstrider Dagger,15,33237,13,5,0,2.0,5.0,0,1700,1
20837,Sunstrider Axe,0,33235,21,5,0,5.0,9.0,0,3500,1
20838,Sunstrider Bow,2,20723,15,5,0,6.0,12.0,0,2300,1
20839,Sunstrider Staff,10,38291,17,5,0,6.0,10.0,0,3100,1
20840,Sunstrider Mace,4,5194,21,5,0,3.0,6.0,0,2200,1
20849,Arcane Forged Shortsword,7,33220,13,4,1,3.0,6.0,0,2600,1
20850,Arcane Forged Axe,0,33255,13,4,1,2.0,4.0,0,2000,1
20851,Arcane Forged Mace,4,33308,13,4,1,2.0,4.0,0,1900,1
20852,Arcane Forged Dirk,15,33253,13,4,1,1.0,3.0,0,1600,1
20853,Mana Gathering Staff,10,33254,17,4,1,5.0,8.0,0,3200,1
20910,Stiff Shortbow,2,20723,15,4,1,5.0,10.0,0,2000,1
20978,Apprentice's Staff,10,33299,17,2,1,3.0,5.0,0,2900,1
20980,Warder's Shortbow,2,8106,15,2,1,5.0,10.0,0,2300,1
20981,Neophyte's Mace,4,37294,21,2,1,1.0,3.0,0,1900,1
20982,Sharp Dagger,15,37170,13,2,1,1.0,2.0,0,1600,1
20983,Acolyte's Dagger,15,37171,13,2,1,1.0,2.0,0,1600,1
22347,Fahrad's Reloading Repeater,18,22929,26,65,0,107.0,162.0,0,3200,3
22348,Doomulus Prime,5,35010,17,65,0,158.0,265.0,0,3800,3
22377,The Thunderwood Poker,15,34849,13,65,0,53.0,100.0,0,1800,3
22378,Ravenholdt Slicer,7,34850,13,65,0,83.0,156.0,0,2800,3
22379,Shivsprocket's Shiv,15,34859,21,65,0,42.0,82.0,0,1500,3
22380,Simone's Cultivating Hammer,4,34860,21,65,0,51.0,98.0,0,1800,3
22458,Moonshadow Stave,10,18289,17,52,0,133.0,200.0,0,3700,3
22656,The Purifier,3,35071,26,60,0,89.0,165.0,0,3000,4
22688,Verimonde's Last Resort,15,35094,21,66,0,39.0,76.0,0,1400,3
22783,Sunwell Blade,7,20014,13,20,0,18.0,34.0,0,2600,2
22956,Rusty Mace,4,36924,13,7,0,3.0,6.0,0,1700,1
22957,Rusty Sin'dorei Sword,7,1544,21,7,0,5.0,10.0,0,2500,1
22958,Farstrider Sword,8,20084,17,10,0,15.0,23.0,0,3300,1
22959,Smooth Metal Staff,10,35363,17,10,0,13.0,20.0,0,2900,1
22963,Ranger's Pocketknife,15,3006,13,10,0,4.0,9.0,0,1500,1
22969,Ven'jashi's Bow,2,7603,15,11,0,9.0,18.0,0,2000,2
22971,Hoodoo Wand,19,28159,26,11,0,9.0,17.0,6,1600,2
22980,Staff of the Sun,10,44339,17,21,0,44.0,66.0,0,3000,3
22982,Farstrider's Longbow,2,20674,15,21,0,17.0,32.0,0,1700,3
22984,Dawnblade,15,35390,13,21,0,15.0,29.0,0,1600,3
22995,Sin'dorei Warblade,8,35392,17,21,0,49.0,75.0,0,3400,3
22997,Ley-Keeper's Wand,19,20903,26,20,0,14.0,28.0,5,1400,2
23171,The Axe of Severing,1,28804,17,25,20,50.0,76.0,0,3000,3
23346,Battleworn Claymore,8,2380,17,2,1,3.0,5.0,0,2900,1
23347,Weathered Crossbow,18,10671,26,2,1,6.0,10.0,0,2500,1
23370,Ley-Keeper's Blade,7,35898,13,6,0,3.0,6.0,0,1900,1
23371,Velania's Walking Stick,10,3405,17,6,0,8.0,12.0,0,3100,1
23372,Bloodhawk Claymore,8,37415,17,7,0,8.0,13.0,0,2900,1
23373,Long Knife,7,36958,13,7,0,4.0,8.0,0,2100,1
23390,Exodar Bastard Sword,8,20084,17,5,0,7.0,11.0,0,3300,1
23391,Exodar Dagger,15,6432,13,5,0,2.0,4.0,0,1600,1
23392,Exodar Maul,4,19772,21,5,0,3.0,6.0,0,2100,1
23393,Exodar Shortsword,7,20176,21,5,0,3.0,6.0,0,2100,1
23396,Slightly Used Ranger's Blade,7,1544,21,9,0,6.0,13.0,0,2500,1
23398,Worn Ranger's Bow,2,20722,15,9,0,7.0,14.0,0,2100,1
23402,Arcanist's Dagger,15,35932,13,14,0,8.0,16.0,0,1700,2
23409,Well Crafted Long Bow,2,20550,15,20,0,20.0,39.0,0,2700,2
23410,Well Crafted Sword,7,36960,13,20,0,17.0,32.0,0,2400,2
23411,Well Crafted Staff,10,20401,17,20,0,26.0,39.0,0,2500,2
23415,Survival Knife,15,3006,13,15,0,8.0,15.0,0,1500,2
23423,Mercenary Greatsword,8,35962,17,10,0,16.0,25.0,0,2900,2
23429,Mercenary Clout,5,35968,17,10,0,20.0,30.0,0,3500,2
23430,Mercenary Sword,7,5145,13,10,0,9.0,17.0,0,2400,2
23431,Mercenary Stiletto,15,35961,13,10,0,5.0,11.0,0,1500,2
23553,Living Branch,10,36317,17,10,0,12.0,19.0,0,2700,1
23923,Amani Sacrificial Dagger,15,36650,13,17,12,10.0,20.0,0,2000,1
24136,Farstrider's Bow,2,18350,15,12,0,14.0,27.0,0,2800,2
24138,Silver Crossbow,18,11247,26,12,0,16.0,30.0,0,3100,2
24339,Stung,7,31400,13,11,0,10.0,20.0,0,2500,2
24342,Stillpine Shocker,19,28633,26,13,0,10.0,20.0,6,1600,2
24343,The Thumper,4,8572,13,13,0,13.0,24.0,0,2700,2
24351,Mace of the Hand,4,37049,13,20,0,16.0,30.0,0,2300,2
24352,Blade of the Hand,8,37050,17,20,0,27.0,41.0,0,2600,2
24353,Crossbow of the Hand,18,37057,26,20,0,29.0,30.0,0,2700,2
24354,Staff of the Hand,10,37054,17,20,0,27.0,30.0,0,2200,2
24430,Seafarer's Blade,8,37191,17,10,0,12.0,19.0,0,2800,1
24431,McWeaksauce's Meat Tenderizer,4,37192,21,10,0,6.0,12.0,0,2000,1
24432,The Shell Cracker,5,37193,17,10,0,12.0,18.0,0,2600,1
24433,Crossbow of the Albatross,18,37057,26,10,0,14.0,14.0,0,2500,1
24434,The Discipline Stick,10,37195,17,10,0,12.0,18.0,0,2600,1
24441,Exodar Crossbow,18,37201,26,5,0,8.0,12.0,0,2500,1
25464,Blood-Tempered Ranseur,6,37410,17,27,0,60.0,91.0,0,3400,3
25492,Earthcaller's Mace,4,23267,21,93,0,66.0,140.0,0,2500,2
25494,Totemic Staff,10,28580,17,93,0,148.0,234.0,0,3400,2
25495,Wolfrider's Dagger,15,20299,13,93,0,61.0,115.0,0,1800,2
25496,Mag'har Bow,2,28309,15,93,0,95.0,177.0,0,2800,2
25519,Warden's Hammer,4,28262,13,93,0,95.0,178.0,0,2800,2
25536,Sporeggar Smasher,4,19735,21,94,0,51.0,123.0,0,2100,3
25537,Hewing Axe of the Marsh,1,28207,17,94,0,176.0,265.0,0,3000,3
25538,Sporeling Claw,13,40181,13,94,0,99.0,184.0,0,2500,3
25543,Talbuk Sticker,15,16130,21,105,0,36.0,87.0,0,1500,2
25544,Zerid's Vintage Musket,3,28557,26,105,0,102.0,190.0,0,2700,2
25545,Talbuk Dirk,15,6448,13,105,0,70.0,131.0,0,1800,2
25553,Exodar Staff,10,20446,17,5,0,7.0,11.0,0,3300,1
25603,Lantresor's Warblade,6,22792,17,97,0,181.0,273.0,0,3000,3
25608,Lantresor's Warblade,6,22792,17,97,0,181.0,273.0,0,3000,3
25622,Staff of the Four Golden Coins,10,39281,17,102,0,201.0,303.0,0,3600,2
25629,Ogre Handler's Shooter,19,30660,26,102,0,113.0,211.0,5,1700,2
25632,Wand of Happiness,19,30660,26,102,0,113.0,211.0,5,1700,2
25639,Hemet's Elekk Gun,3,37557,26,103,0,103.0,193.0,0,2500,3
25640,Nesingwary Safari Stick,19,44594,26,103,0,142.0,265.0,5,1800,3
25759,Mogor's Anointing Club,4,44606,21,103,0,47.0,126.0,0,2100,3
25760,Battle Mage's Baton,10,34891,17,103,0,92.0,161.0,0,2100,3
25761,Staff of Beasts,10,39296,17,103,0,215.0,323.0,0,3300,3
25762,Honed Voidaxe,1,41636,17,103,0,221.0,333.0,0,3400,3
25763,Ceremonial Warmaul Blood-blade,15,48502,13,103,0,74.0,139.0,0,1700,3
25764,Mag'hari Fury Brand,13,40169,13,103,0,109.0,204.0,0,2500,3
25772,Crystalline Kopesh,7,39359,13,100,0,88.0,165.0,0,2100,3
25773,Hungering Bone Cudgel,4,43642,13,100,0,67.0,126.0,0,1600,3
25774,Azure Lightblade,15,39357,21,100,0,44.0,80.0,0,1500,3
25806,Nethekurse's Rod of Torment,19,44596,26,109,0,152.0,284.0,5,1800,3
25808,Rod of Dire Shadows,19,37803,26,109,0,152.0,284.0,5,1800,3
25861,Crude Throwing Axe,16,20777,25,3,1,2.0,4.0,0,1800,1
25872,Balanced Throwing Dagger,16,16752,25,8,3,5.0,10.0,0,1700,1
25873,Keen Throwing Knife,16,20779,25,16,11,12.0,24.0,0,1900,1
25874,Large Throwing Knife,16,39740,25,20,15,25.0,47.0,0,3000,1
25878,Dusksteel Throwing Knife,16,20773,25,52,0,50.0,95.0,0,1800,2
25915,Fallen Vindicator's Blade,7,32077,21,93,0,68.0,127.0,0,2000,2
25916,Terokkar Axe,0,42669,13,96,0,90.0,169.0,0,2600,2
25917,Healer's Staff of the Forest,10,28345,17,96,0,135.0,216.0,0,3100,2
25918,Blood-Guided Knife,15,20601,13,96,0,45.0,84.0,0,1300,2
25920,Sedai's Blade,7,38099,21,93,0,68.0,127.0,0,2000,2
25933,Extra Sharp Blade,7,26572,13,99,0,69.0,128.0,0,1900,2
25934,Spiked Destroyer,5,6808,17,99,0,183.0,276.0,0,3400,2
25935,Invincible Stave,10,20257,17,99,0,134.0,218.0,0,3100,2
25971,Stout Oak Longbow,2,25606,15,80,0,102.0,190.0,0,3300,2
25972,Deadeye's Piece,3,28331,26,80,0,77.0,144.0,0,2500,2
25973,Dark Augur's Wand,19,20851,26,80,0,86.0,161.0,5,1700,2
25978,Seth's Graphite Fishing Pole,20,20619,17,60,0,111.0,168.0,0,3000,2
25985,Cenarion Naturalist's Staff,10,42613,17,93,0,160.0,254.0,0,3700,2
25986,Dreadtusk's Fury,5,35968,17,93,0,111.0,168.0,0,2200,2
25987,Helboar Carving Blade,8,26589,17,93,0,178.0,267.0,0,3500,2
26049,Old Elekk Prod,4,12992,13,11,0,7.0,14.0,0,1800,2
26050,Fist of Argus,4,37192,13,16,0,12.0,24.0,0,2200,2
26051,2 Stone Sledgehammer,5,5226,17,11,0,21.0,33.0,0,3500,2
26052,Vindicator's Smasher,5,38269,17,16,0,24.0,36.0,0,2800,2
26053,Elekk Handler's Blade,7,1547,13,11,0,8.0,16.0,0,2000,2
26054,Blade of Argus,7,38265,13,16,0,9.0,17.0,0,1600,2
27389,Surplus Bastard Sword,8,20074,17,11,0,20.0,30.0,0,3200,2
27390,Vindicator's Letter Opener,8,38270,17,16,0,24.0,37.0,0,2900,2
27401,Arugoo's Crossbow of Destruction,18,38260,26,12,0,16.0,25.0,0,2800,2
27402,Huntsman's Crossbow,18,22929,26,17,0,21.0,32.0,0,2800,2
27403,Stillpine Stinger,19,39743,26,12,0,8.0,16.0,3,1400,2
27404,Lightspark,19,28218,26,17,0,16.0,30.0,6,1800,2
27640,Hand of Argus Crossfire,18,38263,26,16,0,25.0,26.0,0,2800,2
27641,Vindicator's Walking Stick,10,38264,17,16,0,24.0,37.0,0,2900,2
27749,Staff of the Wild,10,20293,17,99,0,167.0,251.0,0,3100,2
27750,Hammer of the Sporelings,5,28629,17,99,0,151.0,227.0,0,2800,2
27751,Survivalist's Pike,6,25630,17,99,0,172.0,259.0,0,3200,2
27752,Zangarmarsh Claymore,8,20072,17,99,0,151.0,227.0,0,2800,2
27753,Ensorcelled Marshfang Blade,15,40214,21,93,0,45.0,95.0,0,1700,2
27754,Keen Marshfang Slicer,7,26572,13,93,0,89.0,165.0,0,2600,2
27756,Marshfang Blade Axe,0,16126,13,93,0,51.0,95.0,0,1500,2
28062,Expedition Repeater,18,40715,26,93,0,112.0,169.0,0,2900,2
28063,Survivalist's Wand,19,28747,26,93,0,77.0,143.0,4,1300,2
28151,Arcanist's Wand,19,28159,26,14,0,11.0,22.0,6,1600,2
28152,Quel'Thalas Recurve,2,20550,15,11,0,13.0,25.0,0,2700,2
28164,Tranquillien Flamberge,8,20087,17,15,10,29.0,44.0,0,3600,2
28408,Broken Silver Star,16,20772,25,37,0,41.0,77.0,0,2300,2
28979,Light Throwing Knife,16,40187,25,3,1,1.0,3.0,0,1600,1
29007,Weighted Throwing Axe,16,40190,25,8,3,5.0,11.0,0,1900,1
29008,Sharp Throwing Axe,16,40191,25,16,11,12.0,24.0,0,1900,1
29108,Blade of the Unyielding,7,13078,13,87,0,78.0,146.0,0,2400,2
29109,Rod of the Unyielding,10,28236,17,87,0,131.0,197.0,0,2700,2
29200,Falfindel's Blaster,3,20729,26,31,0,33.0,62.0,0,2800,2
29201,Thick Bronze Darts,16,40409,25,20,15,23.0,35.0,0,2200,2
29211,Fitz's Throwing Axe,16,23723,25,103,0,143.0,215.0,0,2200,3
29212,Balanced Stone Dirk,16,32693,25,93,0,80.0,149.0,0,1800,2
29329,Terokk's Quill,6,40563,17,115,0,246.0,370.0,0,3300,3
29399,Rod of the Void Caller,10,40650,17,93,0,121.0,193.0,0,2800,2
29518,Amani Scimitar,7,22079,13,21,16,18.0,34.0,0,2700,1
29583,Sinister Scimitar,7,41179,13,20,15,20.0,38.0,0,2900,2
29584,Throat Piercers,16,41181,25,19,14,18.0,27.0,0,1800,2
29779,Rejuvenating Scepter,19,31628,26,108,0,100.0,186.0,3,1400,2
29787,Master Smith's Hammer,4,28262,13,111,0,108.0,202.0,0,2600,2
29908,Rage Reaver,1,28334,17,81,0,167.0,251.0,0,3600,2
29909,Screaming Dagger,15,20299,13,81,0,56.0,105.0,0,1800,2
29910,The Staff of Twin Worlds,10,20298,17,81,0,147.0,226.0,0,3400,2
29911,Agamaggan's Quill,10,24015,17,81,0,158.0,237.0,0,3400,2
29913,Foe Reaver,7,28561,13,81,0,81.0,151.0,0,2600,2
29914,Hellfire Skiver,15,41494,22,81,0,43.0,81.0,0,1400,2
29915,Desolation Rod,19,39876,26,81,0,82.0,154.0,6,1600,2
29916,Ironstar Repeater,18,42393,26,81,0,97.0,98.0,0,2200,2
30009,The Burning Crusader,1,43952,17,109,0,251.0,378.0,0,3600,3
30010,Fleshling Simulation Staff,10,41598,17,109,0,167.0,252.0,0,2400,3
30011,Ameer's Impulse Taser,10,41599,17,109,0,105.0,190.0,0,2400,3
30012,Ameer's Judgement,10,41600,17,109,0,105.0,190.0,0,2400,3
30013,Twin-Bladed Ripper,15,44767,13,109,0,84.0,157.0,0,1800,3
30226,Alley's Recurve,2,41779,15,108,0,97.0,181.0,0,2500,2
30227,Mark V's Throwing Star,16,39999,25,108,0,89.0,166.0,0,1700,2
30252,Unearthed Enkaat Wand,19,21018,26,108,0,121.0,226.0,6,1700,2
30277,Ripfang Paw,13,41816,21,111,0,113.0,210.0,0,2700,2
30278,Pilfered Ethereal Blade,7,41856,13,111,0,66.0,124.0,0,1600,2
30279,Mama's Insurance,3,8258,26,111,0,87.0,163.0,0,2200,2
30364,Resonating Axe,0,41974,13,108,0,113.0,211.0,0,2800,2
30394,Sunfury Blade,8,20167,17,114,0,224.0,337.0,0,3500,2
30395,Warp-Master's Maul,5,28499,17,114,0,179.0,270.0,0,2800,2
30396,Jeweled Halberd,6,25632,17,114,0,173.0,260.0,0,2700,2
30397,Spymaster's Crossbow,18,41969,26,108,0,104.0,195.0,0,2700,2
30504,Leafblade Dagger,15,20425,13,19,0,12.0,24.0,0,1900,2
30522,Conjurer's Staff,10,20298,17,114,0,149.0,259.0,0,3400,2
30523,Hotshot Cattle Prod,19,42278,26,111,0,125.0,234.0,6,1700,2
30787,Illidari-Bane Mageblade,15,40855,21,115,0,32.0,101.0,0,1600,3
30788,Illidari-Bane Broadsword,7,41428,13,115,0,135.0,252.0,0,2700,3
30789,Illidari-Bane Claymore,8,47478,17,115,0,276.0,414.0,0,3700,3
30855,Shatterstone Pick,0,18377,13,84,0,57.0,107.0,0,1800,2
30859,Wand of the Seer,19,43007,26,109,0,110.0,205.0,3,1300,3
30999,Ashtongue Blade,15,43309,13,109,0,65.0,122.0,0,1400,3
31000,Bloodwarder's Rifle,3,43312,26,109,0,114.0,213.0,0,2600,3
31002,Summoner's Blade,7,1930,21,109,0,55.0,160.0,0,2600,3
31009,Wildcaller,10,43313,17,109,0,195.0,294.0,0,2800,3
31010,Slayer's Axe,1,44011,17,109,0,223.0,336.0,0,3200,3
31013,Ceremonial Kris,15,43315,21,109,0,34.0,99.0,0,1600,3
31036,Oronok's Ancient Scepter,10,43323,17,108,0,152.0,273.0,0,3500,3
31038,Staff of the Redeemer,10,43353,17,108,0,152.0,273.0,0,3500,3
31062,Torn-heart Axe of Battle,1,43355,17,109,0,230.0,346.0,0,3300,3
31071,Grom'tor's Charge,0,43356,13,109,0,75.0,140.0,0,1600,3
31072,"Lohn'goron, Bow of the Torn-heart",2,43384,15,109,0,114.0,213.0,0,2600,3
31073,Borak's Reminder,15,43645,13,109,0,84.0,157.0,0,1800,3
31268,Abomination Cleaver,0,8466,13,18,13,13.0,18.0,0,1700,2
31269,Ghoul Hammer,4,43772,13,18,13,15.0,29.0,0,2400,2
31270,Banshee Rod,19,43774,26,18,13,13.0,25.0,5,1400,2
31414,Wild Wood Staff,10,43951,17,108,0,192.0,289.0,0,3200,2
31416,Scorch Wood Bow,2,25604,15,108,0,85.0,159.0,0,2200,2
31417,Staff of the Ashtongue Deathsworn,10,43954,17,109,0,163.0,293.0,0,3700,3
31422,Heavy Elven Dirk,15,43994,13,102,0,67.0,126.0,0,1800,2
31423,Wolf Hewer's Axe,0,43995,13,102,0,90.0,168.0,0,2400,2
31424,Arcane Wand of Sylvanaar,19,43993,26,102,0,106.0,199.0,6,1600,2
31446,Vibro Shanker,15,43976,13,105,0,54.0,102.0,0,1400,2
31447,Vibro Dagger,15,43977,21,105,0,34.0,82.0,0,1400,2
31448,Vibro Sword,7,43978,21,105,0,34.0,82.0,0,1400,2
31474,Wand of the Ancestors,19,44118,26,105,0,110.0,206.0,6,1600,2
31475,Thunderlord Scalpel,15,44116,21,105,0,34.0,82.0,0,1400,2
31476,Slow Death Dirk,15,44117,13,105,0,70.0,131.0,0,1800,2
31492,Claw of the Netherwing Flight,15,44292,13,108,0,83.0,156.0,0,1800,3
31541,Whistling Sword,7,25640,13,108,0,64.0,120.0,0,1600,2
31542,Fanged Axe,1,44073,17,108,0,192.0,289.0,0,3200,2
31543,Adjudicator's Staff,10,28511,17,108,0,118.0,200.0,0,2700,2
31700,Runed Silver Staff,10,21968,17,108,0,192.0,289.0,0,3200,2
31701,Saboteur's Axe,1,44310,17,108,0,198.0,298.0,0,3300,2
31703,Nether-Stalker's Blade,15,44314,13,108,0,72.0,135.0,0,1800,2
31723,Madman's Blade,15,20331,13,96,0,48.0,91.0,0,1400,2
31724,Arakkoa Divining Rod,19,21027,26,99,0,102.0,191.0,3,1600,2
31733,Akuno's Blade,15,2708,13,99,0,69.0,128.0,0,1900,2
31745,Illidari-Bane Dagger,15,44375,13,115,0,90.0,168.0,0,1800,3
31756,Dib'Muad's Crysknife,15,44417,13,94,0,55.0,103.0,0,1400,3
31758,Revered Mother's Crysknife,15,44418,21,94,0,44.0,92.0,0,1400,3
31759,Shani's Crysknife,15,44417,13,94,0,71.0,133.0,0,1800,3
31761,Talonbranch Wand,19,44419,26,96,0,104.0,193.0,3,1700,2
31762,Feather-Wrapped Bow,2,44420,15,96,0,93.0,173.0,0,2700,2
31785,Edge of Inevitability,1,44470,17,99,0,189.0,284.0,0,3500,2
31802,Fleshling Simulation Staff,13,44490,13,109,0,105.0,190.0,0,2400,3
31816,Dragonbone Greatsword,8,44530,17,102,0,179.0,269.0,0,3200,2
31821,Blade of Retribution,7,44546,21,102,0,47.0,109.0,0,1900,2
32378,Silver Star,16,20772,25,37,0,41.0,77.0,0,2300,2
32824,Tigole's Trashbringer,8,23875,17,1,1,24.0,30.0,0,3000,6
32829,Windcharger's Lance,6,45475,17,109,0,237.0,357.0,0,3400,3
32830,Severin's Cane,10,28513,17,109,0,105.0,190.0,0,2400,3
32831,Jeweled Rod,19,47595,26,109,0,152.0,284.0,5,1800,3
32832,Scout's Throwing Knives,16,45474,25,109,0,153.0,231.0,0,2200,3
32872,Illidari Rod of Discipline,19,45508,26,114,0,107.0,199.0,5,1400,2
32912,Yellow Brewfest Stein,14,47520,13,5,1,0.0,2.0,0,2500,3
32915,Filled Yellow Brewfest Stein,14,47477,13,5,1,0.0,2.0,0,2500,3
32917,Filled Yellow Brewfest Stein,14,47477,13,5,1,0.0,2.0,0,2500,3
32918,Filled Yellow Brewfest Stein,14,47477,13,5,1,0.0,2.0,0,2500,3
32919,Filled Yellow Brewfest Stein,14,47477,13,5,1,0.0,2.0,0,2500,3
32920,Filled Yellow Brewfest Stein,14,47477,13,5,1,0.0,2.0,0,2500,3
33016,Blue Brewfest Stein,14,49972,13,5,1,1.0,2.0,0,2500,3
33017,Filled Blue Brewfest Stein,14,49974,13,5,1,1.0,2.0,0,2500,3
33018,Filled Blue Brewfest Stein,14,49974,13,5,1,1.0,2.0,0,2500,3
33019,Filled Blue Brewfest Stein,14,49974,13,5,1,1.0,2.0,0,2500,3
33020,Filled Blue Brewfest Stein,14,49974,13,5,1,1.0,2.0,0,2500,3
33021,Filled Blue Brewfest Stein,14,49974,13,5,1,1.0,2.0,0,2500,3
33267,Fleshripper,15,46457,13,38,0,25.0,48.0,0,1800,2
33268,Bone Dirk,15,46458,13,38,0,20.0,37.0,0,1400,2
33269,Bejeweled Dagger,15,46459,13,37,0,24.0,46.0,0,1800,2
33270,Mariner's Sword,7,20214,13,38,0,33.0,62.0,0,2300,2
33271,Battlecaster's Edge,7,20110,13,40,0,23.0,44.0,0,1500,2
33272,Biting Axe,0,46460,13,38,0,23.0,43.0,0,1600,2
33273,Seasoned Marshwood Bow,2,20667,15,39,0,41.0,78.0,0,2700,2
33274,Mercenary's Crossbow,18,38651,26,37,0,44.0,67.0,0,2700,2
33791,Heavy Copper Longsword,7,46839,13,11,6,10.0,20.0,0,2500,2
34418,Scrying Wand,19,47699,26,50,0,61.0,114.0,6,1800,3
34419,Thorium Flight Blade,16,26358,25,50,0,130.0,131.0,0,3000,3
34672,Inuuro's Blade,7,37209,13,115,0,80.0,121.0,0,1400,3
35807,Bramblethorn Greatstaff,10,49232,17,138,0,264.0,397.0,0,3000,2
35808,Coldstone Cutlass,7,49199,13,138,0,154.0,287.0,0,2600,2
35809,Earthspike,15,49200,21,138,0,35.0,111.0,0,1500,2
35810,Pacifying Pummeler,4,49233,21,138,0,51.0,164.0,0,2200,2
35811,Elekk-Horn Crossbow,18,49202,26,138,0,160.0,299.0,0,3000,2
35812,Cragthumper,5,49203,17,138,0,326.0,489.0,0,3700,2
35823,Ice-Rimed Dagger,15,49206,13,138,0,83.0,154.0,0,1400,2
35824,Stoneblade Slicer,7,49221,13,138,0,100.0,187.0,0,1700,2
35826,Whelpling-Skull Zapper,19,57489,26,138,0,185.0,344.0,3,1700,2
35827,Regal Sceptre,19,56892,26,138,0,174.0,324.0,4,1600,2
35829,Coldspike Longbow,2,49222,15,138,0,155.0,289.0,0,2900,2
35830,Worn Vrykul Smasher,13,49468,22,138,0,154.0,287.0,0,2600,2
35845,Crystalline Star,16,40005,25,138,0,115.0,215.0,0,1500,2
35849,Featherweight Claymore,8,49223,17,138,0,326.0,489.0,0,3700,2
35851,Acid-Etched Knuckles,13,49468,21,138,0,154.0,287.0,0,2600,2
35852,Fullered Coldsteel Dagger,15,49207,13,138,0,106.0,198.0,0,1800,2
35856,Hair-Trigger Blunderbuss,3,49226,26,138,0,160.0,299.0,0,3000,2
35870,Stoneground Cleaver,1,49227,17,138,0,308.0,463.0,0,3500,2
36878,Writhing Longstaff,10,50143,17,138,0,264.0,397.0,0,3000,2
36879,Soldier's Spiked Mace,4,50204,13,138,0,154.0,287.0,0,2600,2
36880,Vicious Spellblade,15,51559,21,138,0,35.0,111.0,0,1500,2
36881,Medic's Morning Star,4,49233,21,138,0,51.0,164.0,0,2200,2
36882,Warsong Longbow,2,50158,15,138,0,155.0,289.0,0,2900,2
36883,Combatant Greatsword,8,49223,17,138,0,317.0,476.0,0,3600,2
37014,Rod of Poacher Punishment,4,50200,13,138,0,94.0,176.0,0,1600,2
37015,Dowsing Rod,19,56890,26,138,0,207.0,385.0,5,1900,2
37016,Wand of the Keeper,19,56889,26,138,0,174.0,324.0,4,1600,2
37017,Nimble Blade,15,49206,13,138,0,83.0,154.0,0,1400,2
37018,G.E.H.T.A.,3,51175,26,138,0,160.0,299.0,0,3000,2
37021,Claw of the Tuskarr,13,51152,21,138,0,148.0,276.0,0,2500,2
37022,Shark Stabber,15,51246,13,138,0,106.0,198.0,0,1800,2
37023,Compact Arrow Launcher,18,49202,26,138,0,155.0,289.0,0,2900,2
37025,Blubber Carver,1,49227,17,138,0,299.0,450.0,0,3400,2
37026,Spirit Channeller's Rod,10,50138,17,138,0,157.0,290.0,0,3000,2
37028,Condor-Bone Star,16,40005,25,138,0,115.0,215.0,0,1500,2
37029,Fin Carver,15,51168,13,138,0,100.0,187.0,0,1700,2
37030,Blubber Grinder,5,49203,17,138,0,317.0,476.0,0,3600,2
37031,Zook's Walking Stick,10,50133,17,138,0,157.0,290.0,0,3000,2
37032,Edge of the Tuskarr,0,50063,13,138,0,172.0,320.0,0,2900,2
37034,Lobstrock Slicer,7,51196,13,138,0,94.0,176.0,0,1600,2
37036,Fish-Eye Poker,15,50130,13,138,0,106.0,198.0,0,1800,2
37039,Mrgl Blade,7,51268,13,138,0,154.0,287.0,0,2600,2
37041,Scepter of the Winterfin,4,50198,21,138,0,51.0,164.0,0,2200,2
37042,Glimmering Orca Tooth,15,51180,21,138,0,42.0,134.0,0,1800,2
37044,Amphibious Speargun,18,49202,26,138,0,150.0,279.0,0,2800,2
37046,Shell Smasher,5,50319,17,138,0,308.0,463.0,0,3500,2
37047,Branch of Everlasting Flame,19,56891,26,138,0,152.0,284.0,2,1400,2
37049,Lost Marksman's Rifle,3,49226,26,138,0,144.0,269.0,0,2700,2
37054,Frostbiter,1,50340,17,138,0,317.0,476.0,0,3600,2
37072,Jagged Icefist,13,51189,21,138,0,154.0,287.0,0,2600,2
37073,Hungering Greatstaff,10,49232,17,138,0,326.0,489.0,0,3700,2
37075,Serrated Scale Shank,15,50121,13,138,0,89.0,165.0,0,1500,2
37076,Fiery Prod,7,51166,13,138,0,94.0,176.0,0,1600,2
37077,Smoldering Talon,13,51241,22,138,0,154.0,287.0,0,2600,2
37078,Rod of the Crimson Keeper,19,51258,26,138,0,174.0,324.0,2,1600,2
37080,Crimson Will,8,50328,17,138,0,299.0,450.0,0,3400,2
37122,Taut Driftwood Bow,2,50149,15,138,0,144.0,269.0,0,2700,2
