# entry,difficulty_entry_1,difficulty_entry_2,difficulty_entry_3,KillCredit1,KillCredit2,name,subname,IconName,gossip_menu_id,minlevel,maxlevel,exp,faction,npcflag,speed_walk,speed_run,speed_swim,speed_flight,detection_range,rank,dmgschool,DamageModifier,BaseAttackTime,RangeAttackTime,BaseVariance,RangeVariance,unit_class,unit_flags,unit_flags2,dynamicflags,family,type,type_flags,lootid,pickpocketloot,skinloot,PetSpellDataId,VehicleId,mingold,maxgold,AIName,MovementType,HoverHeight,HealthModifier,ManaModifier,ArmorModifier,ExperienceModifier,RacialLeader,movementId,RegenHealth,CreatureImmunitiesId,flags_extra,ScriptName,VerifiedBuild,model_idx,display_id,display_scale,model_probability,model_verified_build
21361,0,0,0,0,0,Designer Island Orc Trainee [PH],,\N,0,65,65,0,106,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,2,1,1,1,0,0,1,0,65536,,12340,1,4260,1,1,12340
21361,0,0,0,0,0,Designer Island Orc Trainee [PH],,\N,0,65,65,0,106,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,2,1,1,1,0,0,1,0,65536,,12340,2,4602,1,1,12340
21361,0,0,0,0,0,Designer Island Orc Trainee [PH],,\N,0,65,65,0,106,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,2,1,1,1,0,0,1,0,65536,,12340,3,4601,1,1,12340
21362,0,0,0,0,0,Phoenix,\N,\N,0,70,70,1,16,0,1.2,1.2,1,1,20,1,0,13,1500,2000,1,1,1,33685510,2048,0,0,4,72,0,0,0,0,0,0,0,SmartAI,0,1,17.5,1,1,1,0,100,1,-342,0,,12340,0,17765,1,1,12340
21363,0,0,0,0,0,Terokkar - Bone Wastes - Portal Trigger,,\N,0,60,60,0,114,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1.35,1,1,1,0,0,1,0,128,,12340,0,16480,1,1,12340
21363,0,0,0,0,0,Terokkar - Bone Wastes - Portal Trigger,,\N,0,60,60,0,114,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1.35,1,1,1,0,0,1,0,128,,12340,1,16946,1,1,12340
21364,0,0,0,0,0,Phoenix Egg,,\N,0,70,70,1,16,0,1.2,1.2,1,1,20,0,0,0.01,2000,2000,1,1,1,131076,2048,0,0,10,64,0,0,0,0,0,0,0,SmartAI,0,1,7,1,1,1,0,0,1,-362,2,,12340,0,20245,1,1,51831
21365,0,0,0,0,0,Floating Skull,\N,\N,0,1,1,0,35,0,0.16,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,10,26,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,41,1,0,128,,12340,0,7907,1,1,12340
21365,0,0,0,0,0,Floating Skull,\N,\N,0,1,1,0,35,0,0.16,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,10,26,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,41,1,0,128,,12340,1,21342,1,1,51831
21366,0,0,0,0,0,Terokkar - Bone Wastes - Portal Trigger 02,,\N,0,60,60,0,114,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1.35,1,1,1,0,0,1,0,128,,12340,0,16480,1,1,12340
21366,0,0,0,0,0,Terokkar - Bone Wastes - Portal Trigger 02,,\N,0,60,60,0,114,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1.35,1,1,1,0,0,1,0,128,,12340,1,19595,1,1,12340
21367,0,0,0,0,0,Designer Island Battle Participant A [PH],,\N,0,64,65,0,11,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,2,1,1,1,0,0,1,0,0,,12340,0,3258,1,1,51831
21367,0,0,0,0,0,Designer Island Battle Participant A [PH],,\N,0,64,65,0,11,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,2,1,1,1,0,0,1,0,0,,12340,1,3257,1,1,51831
21368,0,0,0,0,0,Ethereal Plunderer,\N,\N,0,64,65,1,1678,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,21368,21368,0,0,0,497,1493,SmartAI,1,1,1,1,0.97,1,0,0,1,0,0,,12340,0,20534,1,1,12340
21369,0,0,0,0,0,Flame Strike Trigger (Kael),,\N,0,73,73,1,16,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,NullCreatureAI,0,1,0.7,1,1,1,0,100,1,-360,130,,12340,0,15294,1,1,12340
21369,0,0,0,0,0,Flame Strike Trigger (Kael),,\N,0,73,73,1,16,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,NullCreatureAI,0,1,0.7,1,1,1,0,100,1,-360,130,,12340,1,15294,1,1,12340
21370,0,0,0,0,0,Ethereal Nethermancer,\N,\N,0,64,65,1,1678,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,0,2048,0,0,7,0,21370,21370,0,0,0,493,1481,SmartAI,1,1,1,1,0.97,1,0,0,1,0,0,,12340,0,19646,1,1,12340
21371,0,0,0,0,0,Designer Island Hungry Farmer [PH],,\N,0,23,24,1,123,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1.02,1,1,1,0,0,1,0,0,,12340,0,3612,1,1,51831
21372,0,0,0,0,0,Rubicund Silkwing,,\N,0,65,66,1,14,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,37,1,1,0,0,0,13108,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,17796,1,1,12340
21373,0,0,0,0,0,Silkwing,,\N,0,65,66,1,14,0,1,1.14286,1,1,20,0,0,2,2000,2000,1,1,1,0,2048,0,37,1,1,21373,0,0,13109,0,0,0,SmartAI,1,1,0.5,0.5,1,1,0,0,1,0,0,,12340,0,17797,1,1,12340
21374,0,0,0,0,0,Rubicund Silkwing Larva,,\N,0,65,66,1,14,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,1,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,20247,1,1,12340
21375,0,0,0,0,0,Plump Silkwing Larva,,\N,0,66,67,1,14,0,1.125,1.14286,1,1,20,0,0,1.4,2000,2000,1,1,1,0,2048,0,0,1,0,0,0,0,0,0,0,0,,1,1,1,1,0.97,1,0,0,1,0,0,,12340,0,7899,1,1,12340
21376,0,0,0,0,0,Crusty Bob,\N,\N,0,1,1,0,188,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,33536,2048,0,0,1,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,121,1,0,2,,12340,0,16259,1,1,51831
21378,0,0,0,0,0,[UNUSED]Test Nether Whelp,,,0,65,66,1,16,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,2,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,20138,1,1,12340
21380,0,0,0,0,0,Greater Crust Burster,\N,\N,0,67,67,1,14,0,1,1,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,10,0,21380,0,0,0,0,0,0,SmartAI,1,1,1.1,1,1,1,0,0,1,-3,0,,12340,0,15774,1,1,12340
21381,0,0,0,0,0,Young Crust Burster,\N,\N,0,66,67,1,16,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,42,10,65537,21381,0,0,0,0,0,0,SmartAI,1,1,1,1,1,1,0,0,1,0,0,,12340,0,20329,1,1,51831
21382,0,0,0,0,0,Wyrmcult Zealot,,\N,8446,67,68,1,1827,1,1,0.85714,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,21382,21382,0,0,0,590,1772,SmartAI,1,1,1,1,0.97,1,0,100,1,0,0,,12340,0,20251,1,1,51831
21382,0,0,0,0,0,Wyrmcult Zealot,,\N,8446,67,68,1,1827,1,1,0.85714,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,21382,21382,0,0,0,590,1772,SmartAI,1,1,1,1,0.97,1,0,100,1,0,0,,12340,1,20252,1,1,51831
21382,0,0,0,0,0,Wyrmcult Zealot,,\N,8446,67,68,1,1827,1,1,0.85714,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,21382,21382,0,0,0,590,1772,SmartAI,1,1,1,1,0.97,1,0,100,1,0,0,,12340,2,20253,1,1,51831
21382,0,0,0,0,0,Wyrmcult Zealot,,\N,8446,67,68,1,1827,1,1,0.85714,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,21382,21382,0,0,0,590,1772,SmartAI,1,1,1,1,0.97,1,0,100,1,0,0,,12340,3,20254,1,1,51831
21383,0,0,0,0,0,Wyrmcult Acolyte,,\N,8446,67,68,1,1827,1,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,32768,2048,0,0,7,0,21383,21383,0,0,0,591,1775,SmartAI,1,1,1.05,1,0.9,1,0,0,1,0,0,,12340,0,20256,1,1,51831
21383,0,0,0,0,0,Wyrmcult Acolyte,,\N,8446,67,68,1,1827,1,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,32768,2048,0,0,7,0,21383,21383,0,0,0,591,1775,SmartAI,1,1,1.05,1,0.9,1,0,0,1,0,0,,12340,1,20257,1,1,51831
21383,0,0,0,0,0,Wyrmcult Acolyte,,\N,8446,67,68,1,1827,1,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,32768,2048,0,0,7,0,21383,21383,0,0,0,591,1775,SmartAI,1,1,1.05,1,0.9,1,0,0,1,0,0,,12340,2,20258,1,1,51831
21383,0,0,0,0,0,Wyrmcult Acolyte,,\N,8446,67,68,1,1827,1,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,32768,2048,0,0,7,0,21383,21383,0,0,0,591,1775,SmartAI,1,1,1.05,1,0.9,1,0,0,1,0,0,,12340,3,20255,1,1,51831
21384,0,0,0,0,0,Dark Conclave Harbinger,\N,\N,0,68,68,1,1738,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,32768,2048,0,0,6,0,21384,21384,0,0,0,594,1782,SmartAI,1,1,1,1,1,1,0,0,1,-93,0,,12340,0,20271,1,1,12340
21385,0,0,0,0,0,Dark Conclave Scorncrow,\N,\N,0,67,68,1,1738,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,32768,2048,0,0,6,0,21385,21385,0,0,0,594,1782,SmartAI,1,1,1,1,0.98,1,0,0,1,-93,0,,12340,0,20274,1,1,12340
21386,0,0,0,0,0,Dark Conclave Hawkeye,\N,\N,0,67,67,1,1738,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,6,0,21386,21386,0,0,0,558,1674,SmartAI,1,1,1,1,1,1,0,0,1,-93,0,,12340,0,20272,1,1,12340
21387,0,0,0,0,0,Wyrmcult Blackwhelp,,\N,0,67,68,1,1827,0,1.11111,1.14286,1,1,20,0,0,1.2,2000,2000,1,1,2,0,2048,0,0,2,1024,21387,21387,21387,0,0,584,1752,SmartAI,1,1,0.8,1,0.97,1,0,0,1,0,0,,12340,0,397,1,1,51831
21388,0,0,0,0,0,Designer Island Horde [PH],,\N,0,64,65,0,1692,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,4259,1,1,12340
21388,0,0,0,0,0,Designer Island Horde [PH],,\N,0,64,65,0,1692,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,1,4260,1,1,12340
21388,0,0,0,0,0,Designer Island Horde [PH],,\N,0,64,65,0,1692,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,2,4602,1,1,12340
21388,0,0,0,0,0,Designer Island Horde [PH],,\N,0,64,65,0,1692,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,3,4601,1,1,12340
21389,0,0,0,0,0,Maxnar the Ashmaw,Wyrmcult Patriarch,\N,0,68,68,1,16,0,1,1.14286,1,1,20,0,0,1.4,2000,2000,1,1,1,32768,2048,0,0,2,0,21389,0,70171,0,0,289,382,SmartAI,1,1,1.7,1,1,1,0,0,1,0,0,,12340,0,14355,1,1,51831
21390,0,0,0,0,0,Sir David Adams,,\N,0,64,65,1,1814,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,19222,1,1,51831
21391,0,0,0,0,0,Scarab Bunny,\N,\N,0,1,1,1,35,0,1,0.99206,1,1,20,0,0,1,2000,2000,1,1,1,33587200,2048,0,0,10,0,0,0,0,0,0,0,0,,1,1,1,1,1.33,1,0,0,1,0,2,,12340,0,7907,1,1,12340
21391,0,0,0,0,0,Scarab Bunny,\N,\N,0,1,1,1,35,0,1,0.99206,1,1,20,0,0,1,2000,2000,1,1,1,33587200,2048,0,0,10,0,0,0,0,0,0,0,0,,1,1,1,1,1.33,1,0,0,1,0,2,,12340,1,16925,1,1,51831
21392,0,0,0,0,0,Earthen Familiar,Minion of Borak,\N,0,65,65,1,35,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,2,,12340,0,12310,1,1,12340
21393,0,0,0,0,0,Cannon Channeler,,\N,0,1,1,0,35,0,1,0.99206,1,1,20,0,0,1,2000,2000,1,1,1,33554432,2048,0,0,10,0,0,0,0,0,0,0,0,SmartAI,1,1,1,1,1,1,0,0,1,0,130,,12340,0,20292,1,1,12340
21394,0,0,0,0,0,Cannon Channel Target,,\N,0,1,1,0,35,0,1.125,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,33554432,2048,0,0,10,1024,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,2,,12340,0,20292,1,1,12340
21395,21609,0,0,0,0,Protean Spawn,\N,\N,0,68,69,1,1693,0,1.2,1.42857,1,1,20,0,0,3.3,1000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,SmartAI,1,1,0.5,1,1,1,0,147,1,0,0,,12340,0,20265,1,1,51831
21396,0,0,0,0,0,Invisible Mount Speed 20,,\N,0,40,40,0,35,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,1,0,0,0,0,0,0,0,0,,0,1,1.15,1,1,1,0,0,1,0,2,,12340,0,20264,1,1,51831
21397,0,0,0,0,0,Aeman Brightsong,\N,\N,0,65,65,1,1733,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,7,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,2,,12340,0,20266,1,1,12340
21398,0,0,0,0,0,Theine Brightsong,\N,\N,0,65,65,1,1733,0,1,1.14286,1,1,20,0,0,2,2000,2000,1,1,1,32768,2048,0,0,7,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,2,,12340,0,20267,1,1,12340
21399,0,0,0,0,0,Erick Nateson,\N,\N,0,65,65,1,1733,0,1,1.14286,1,1,20,0,0,0.6,2000,2000,1,1,1,32768,2048,0,0,7,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,2,,12340,0,20268,1,1,12340
21400,0,0,0,0,0,Eckert,\N,\N,0,65,65,1,1733,0,1,1.14286,1,1,20,0,0,0.6,2000,2000,1,1,1,32768,2048,0,0,7,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,2,,12340,0,20269,1,1,12340
21401,0,0,0,0,0,Designer Island Alliance [PH],,\N,0,64,65,0,1814,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,19222,1,1,51831
21402,0,0,0,0,0,Anchorite Ceyla,\N,\N,8353,69,69,1,1743,3,1,1.14286,1,1,20,0,0,0.6,2000,2000,1,1,2,33536,2048,0,0,10,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,2,,12340,0,20270,1,1,12340
21403,0,0,0,0,0,Invis Legion Hold Caster,\N,\N,0,1,1,0,35,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,33555200,2048,0,0,10,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,130,,12340,0,10811,1,1,12340
21403,0,0,0,0,0,Invis Legion Hold Caster,\N,\N,0,1,1,0,35,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,33555200,2048,0,0,10,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,130,,12340,1,17188,1,1,51831
21404,0,0,0,0,0,Legion Hold Fel Reaver,\N,\N,0,70,70,1,954,0,2.8,1.71429,1,1,20,1,0,3.7,2000,2000,1,1,1,33600,2048,0,0,9,40,0,0,0,0,0,0,0,,1,1,4,1,1.42,1,0,171,1,0,0,,12340,0,19501,1,1,51831
21405,0,0,0,0,0,Ethereal Arcanist,\N,\N,0,64,65,1,1678,0,1,1.14286,1,1,20,0,0,2,2000,2000,1,1,8,0,2048,0,0,7,0,21405,21405,0,0,0,495,1485,SmartAI,1,1,1.1,1,0.97,1,0,0,1,0,0,,12340,0,21113,1,1,12340
21406,0,0,0,0,0,Netherwing Drake,,\N,0,69,69,1,1824,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,2,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,19980,1,1,51831
21407,0,0,0,0,0,Netherwing Dragon,,\N,0,70,70,1,1824,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,2,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,19537,1,1,12340
21408,0,0,0,0,0,Felfire Diemetradon,\N,\N,0,67,68,1,14,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,32768,2048,0,0,1,0,21408,0,70068,0,0,0,0,SmartAI,1,1,1,1,0.98,1,0,0,1,0,0,,12340,0,13210,1,1,51831
21409,0,0,0,0,0,Envoy Icarius,The Voice of Illidan,\N,0,70,70,1,1701,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,0,2048,0,0,7,0,21409,21409,0,0,0,173,231,SmartAI,1,1,1,1,1,1,0,0,1,0,0,,12340,0,20275,1,1,12340
21410,0,0,0,0,0,Blood Lord Zarath,Icarius's Bodyguard,\N,0,71,71,1,1701,0,1,1.38571,1,1,20,1,0,30,2000,2000,1,1,2,0,2048,0,0,7,0,0,0,0,0,0,0,0,SmartAI,1,1,50,1,1,1,0,0,1,0,0,,12340,0,20277,1,1,51831
21411,0,0,0,0,0,Tobias the Filth Gorger,\N,\N,0,62,62,1,35,2,1,1,1,1,20,1,0,1.6,2000,2000,1,1,1,32768,2048,0,0,7,0,0,0,0,0,0,0,0,SmartAI,0,1,50,1,1,1,0,0,1,0,2,,12340,0,20279,1,1,12340
21412,0,0,0,0,0,Designer Island Horde Leader,,\N,0,65,65,1,1692,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,19028,1,1,12340
21413,0,0,0,0,0,Gnome Cannon Shooter #1,,\N,0,1,1,0,35,0,1,0.99206,1,1,20,0,0,1,2000,2000,1,1,1,33587204,2048,0,0,10,0,0,0,0,0,0,0,0,NullCreatureAI,1,1,1,1,1,1,0,0,1,0,130,,12340,0,15435,1,1,12340
21414,21603,0,0,0,0,Negaton Field,\N,\N,0,70,70,1,14,0,1,0.85714,1,1,20,0,0,0.01,2000,2000,1,1,1,33554432,2048,0,0,10,0,0,0,0,0,0,0,0,NullCreatureAI,0,1,1,1,1,1,0,100,1,0,2,,12340,0,15294,1,1,12340
21415,0,0,0,0,0,Designer Island Horde Archer [PH],,\N,0,64,65,0,1692,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,4259,1,1,12340
21415,0,0,0,0,0,Designer Island Horde Archer [PH],,\N,0,64,65,0,1692,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,1,4260,1,1,12340
21415,0,0,0,0,0,Designer Island Horde Archer [PH],,\N,0,64,65,0,1692,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,2,4602,1,1,12340
21415,0,0,0,0,0,Designer Island Horde Archer [PH],,\N,0,64,65,0,1692,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,3,4601,1,1,12340
21416,0,0,0,0,0,Lakaan,Corruptor of Water,\N,0,70,70,1,1813,0,1,1,1,1,20,0,0,1.1,2000,2000,1,1,8,32768,2048,0,0,7,0,21416,21416,0,0,0,165,220,,1,1,1,1,1,1,0,0,1,0,2,,12340,0,20280,1,1,12340
21417,0,0,0,0,0,Invis Infernal Caster,\N,\N,0,1,1,0,35,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,33555200,2048,0,0,10,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,130,npc_invis_infernal_caster,12340,0,10811,1,1,12340
21417,0,0,0,0,0,Invis Infernal Caster,\N,\N,0,1,1,0,35,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,2,33555200,2048,0,0,10,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,130,npc_invis_infernal_caster,12340,1,17188,1,1,51831
21418,0,0,0,0,0,Invis Infernal Target,,\N,0,1,1,0,35,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,130,,12340,0,10811,1,1,12340
21418,0,0,0,0,0,Invis Infernal Target,,\N,0,1,1,0,35,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,130,,12340,1,17612,1,1,51831
21419,21786,0,0,0,0,Infernal Attacker,\N,\N,0,67,68,1,90,0,1,1.14286,1,1,20,0,0,0.3,2000,2000,1,1,1,34212096,2048,0,0,3,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,2097152,npc_infernal_attacker,12340,0,17312,1,1,12340
21419,21786,0,0,0,0,Infernal Attacker,\N,\N,0,67,68,1,90,0,1,1.14286,1,1,20,0,0,0.3,2000,2000,1,1,1,34212096,2048,0,0,3,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,2097152,npc_infernal_attacker,12340,1,20577,1,1,51831
21420,0,0,0,0,0,Corrupt Water Totem,\N,\N,0,69,69,1,1813,0,1,1,1,1,20,0,0,1,2000,2000,1,1,8,0,2048,0,0,11,0,0,0,0,0,0,0,0,SmartAI,1,1,0.001,0.33,1.33,1,0,0,1,0,2,,12340,0,19075,1,1,51831
21421,0,0,0,0,0,Designer Island Alliance Archer [PH],,\N,0,64,65,0,1814,0,1.2,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,7,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,0,1,0,0,,12340,0,19222,1,1,51831
21422,0,0,0,0,0,Blade's Edge - Toshley's - Invisible Stalker - Atk Target,,\N,0,1,1,0,35,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,33554432,2048,0,0,10,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,130,,12340,0,1126,1,1,12340
21422,0,0,0,0,0,Blade's Edge - Toshley's - Invisible Stalker - Atk Target,,\N,0,1,1,0,35,0,1,1.14286,1,1,20,0,0,1,2000,2000,1,1,1,33554432,2048,0,0,10,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,1,0,130,,12340,1,11686,1,1,51831
21423,0,0,0,0,0,Gore-Scythe Ravager,\N,\N,0,63,63,1,14,0,1,1.14286,1,1,20,0,0,0.8,2000,2000,1,1,1,0,2048,0,0,1,0,0,0,0,0,0,0,0,SmartAI,1,1,0.7,1,1,1,0,0,1,0,0,,12340,0,20299,1,1,51831
21423,0,0,0,0,0,Gore-Scythe Ravager,\N,\N,0,63,63,1,14,0,1,1.14286,1,1,20,0,0,0.8,2000,2000,1,1,1,0,2048,0,0,1,0,0,0,0,0,0,0,0,SmartAI,1,1,0.7,1,1,1,0,0,1,0,0,,12340,1,20298,1,1,51831
21423,0,0,0,0,0,Gore-Scythe Ravager,\N,\N,0,63,63,1,14,0,1,1.14286,1,1,20,0,0,0.8,2000,2000,1,1,1,0,2048,0,0,1,0,0,0,0,0,0,0,0,SmartAI,1,1,0.7,1,1,1,0,0,1,0,0,,12340,2,20834,1,1,51831
21423,0,0,0,0,0,Gore-Scythe Ravager,\N,\N,0,63,63,1,14,0,1,1.14286,1,1,20,0,0,0.8,2000,2000,1,1,1,0,2048,0,0,1,0,0,0,0,0,0,0,0,SmartAI,1,1,0.7,1,1,1,0,0,1,0,0,,12340,3,20835,1,1,51831
21424,0,0,0,0,0,Terokkar - Bone Wastes - Draenei Soul,,\N,0,1,1,0,35,0,0.8,2,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,181,1,0,0,,12340,0,20287,1,1,51831
21424,0,0,0,0,0,Terokkar - Bone Wastes - Draenei Soul,,\N,0,1,1,0,35,0,0.8,2,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,181,1,0,0,,12340,1,20287,1,1,51831
21424,0,0,0,0,0,Terokkar - Bone Wastes - Draenei Soul,,\N,0,1,1,0,35,0,0.8,2,1,1,20,0,0,1,2000,2000,1,1,1,0,2048,0,0,10,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,0,181,1,0,0,,12340,2,20288,1,1,51831
